#{"t_start": 1744471136.776834, "env_id": "LunarLander-v2"}
r,l,t
-58.733274,211,1338.850971
173.032636,517,1340.663572
180.221238,480,1342.469275
181.566323,420,1344.118671
132.032923,619,1350.029637
-0.278602,329,1351.109535
149.641537,523,1352.961792
217.653677,460,1354.522372
56.086125,1000,1361.824287
-97.884787,489,1363.76579
-89.998417,529,1365.680144
-72.013303,363,1370.665018
144.606468,595,1372.870129
209.982245,564,1374.966886
-98.844569,498,1376.746091
179.547291,637,1382.194136
119.491558,583,1384.577071
205.880386,502,1386.397579
53.552327,919,1393.68607
182.432747,488,1395.781956
211.373731,506,1397.807988
120.817429,846,1404.300114
-274.367957,618,1406.71534
154.96826,498,1408.751021
-72.626114,475,1410.433322
177.347808,441,1415.678936
96.420771,712,1418.665226
-73.692863,390,1419.994319
-46.739237,339,1421.381671
-30.704807,444,1422.863678
204.874495,466,1427.894716
217.928737,550,1430.431755
-253.135608,614,1433.205064
-33.663881,1000,1439.773008
226.63395,439,1441.472289
118.245127,991,1445.644824
251.131108,510,1451.087915
-56.101142,359,1452.531581
202.965162,615,1455.121227
161.201761,657,1457.970925
-83.837789,337,1462.695326
180.809068,378,1464.135314
224.376603,455,1465.940203
130.761102,579,1467.855261
-77.253996,262,1468.637644
-27.184469,406,1473.29627
201.95306,438,1475.07409
169.944266,520,1477.14296
-47.434583,223,1477.811035
-95.246713,441,1479.557501
-46.140582,225,1483.945049
181.906327,543,1485.887134
-82.258082,272,1486.764117
-94.464285,353,1488.033875
233.341578,460,1489.680037
-52.91288,486,1494.354116
213.373499,478,1496.132149
250.158592,569,1498.433877
-65.580138,259,1499.426333
202.806312,573,1504.803998
255.485393,530,1506.765676
-31.900491,380,1508.328609
221.43808,486,1510.392769
-93.88294,392,1511.956386
-90.863358,479,1517.407858
230.132587,466,1518.909553
178.850396,606,1520.589619
135.343159,672,1522.616026
123.155175,578,1527.452911
-52.282213,280,1528.476775
228.121348,417,1529.65387
209.186643,575,1531.438673
-42.013891,209,1532.059342
101.351939,492,1537.082682
137.184656,550,1538.568699
185.903573,438,1539.946764
-46.297453,315,1540.777336
184.12069,347,1544.925848
170.995791,696,1547.075715
209.778748,442,1548.575193
214.624307,406,1549.881212
142.596486,453,1554.689989
-55.806388,208,1555.323882
-33.326622,321,1556.453031
162.630429,491,1558.326679
1.098227,430,1559.603517
220.120077,413,1561.109895
-40.822598,332,1565.086315
181.569171,428,1566.281529
218.465587,579,1568.109862
162.539349,651,1570.395695
253.691423,410,1574.734761
14.233522,1000,1578.049695
140.904114,727,1580.595754
223.518888,401,1585.301012
200.351026,404,1586.391083
214.732158,477,1587.954215
219.377029,444,1589.402798
-16.320907,466,1593.821287
221.830667,467,1595.190437
-13.913237,267,1595.955025
233.431382,364,1597.17396
209.293847,569,1598.784883
-11.08184,319,1599.886469
-76.861535,323,1605.043978
210.585652,479,1607.315411
182.981677,390,1608.95955
-81.876594,277,1609.816825
-12.303998,307,1610.514076
167.014626,410,1615.084996
-4.698426,339,1616.287293
221.009921,474,1617.817725
-45.954111,278,1618.795858
-74.122807,350,1619.901567
-35.334777,247,1620.810987
-33.346895,271,1625.45755
162.478796,370,1627.057168
182.611894,610,1629.012618
200.618384,555,1630.736448
165.218217,439,1632.490526
214.264262,390,1636.800569
200.394701,424,1638.101027
195.437422,343,1639.070694
168.489682,443,1640.384274
220.678134,371,1641.670569
-32.803149,305,1645.727371
173.343124,442,1647.091351
140.080164,551,1648.680318
216.378173,346,1649.690949
228.366991,293,1650.706647
