#{"t_start": 1744528164.9005678, "env_id": "ALE/Breakout-v5"}
r,l,t
3.0,214,3.517223
3.0,243,4.257495
3.0,224,4.891981
3.0,219,5.555576
3.0,224,6.239562
11.0,291,7.206758
3.0,236,8.1181
3.0,230,8.968792
4.0,257,9.89683
1.0,152,10.423145
