rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/n_updates,train/entropy_loss,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/loss,train/clip_range
-194.30829885714283,2048,1,4,93.80952380952381,474,,,,,,,,,,
-184.21075765909092,4096,2,10,92.95454545454545,405,0.00025,-0.0031160116,10,-1.3835410419851542,0.0050116265,1954.57768573761,-0.00762291434512008,0.01943359375,1011.3120727539062,0.2
-174.468382421875,6144,3,16,95.25,381,0.00025,-0.054745913,20,-1.3820246249437331,0.003701539,1220.2372477531433,-0.004515193130646367,0.004150390625,566.1701049804688,0.2
-154.956608375,8192,4,21,92.05681818181819,372,0.00025,-0.0057753325,30,-1.3749540537595748,0.0026622992,793.552966785431,-0.0070606198569294065,0.007177734375,406.40350341796875,0.2
-148.42732833,10240,5,29,93.11,341,0.00025,-0.0062550306,40,-1.379029256850481,0.0027464312,641.8906575202942,-0.0027339304186170922,0.00185546875,274.84246826171875,0.2
-137.48600611,12288,6,36,93.47,339,0.00025,-0.0010170937,50,-1.3774212144315243,0.0022126767,685.8903961181641,-0.001996004895772785,0.0013671875,390.9950256347656,0.2
-129.77945799,14336,7,43,92.87,328,0.00025,-0.00019443035,60,-1.3755125485360622,0.0034033307,500.4051532268524,-0.005036009156901855,0.005908203125,227.03445434570312,0.2
-128.49125783000002,16384,8,50,101.58,321,0.00025,-0.0005840063,70,-1.3671772237867117,0.005041315,525.1481747627258,-0.007964879713836127,0.0296875,163.8773651123047,0.2
-140.11370423,18432,9,61,103.15,300,0.00025,0.0263232,80,-1.3742889266461134,0.0064563304,323.0932015657425,-0.005461269716033712,0.00986328125,155.27154541015625,0.2
-137.31408839,20480,10,69,102.82,292,0.00025,-0.060435534,90,-1.3645504582673311,0.002975211,537.597816991806,-0.003147150969016366,0.000634765625,260.79510498046875,0.2
-134.46249627,22528,11,78,105.21,288,0.00025,-0.016626835,100,-1.3689817041158676,0.0049069794,238.22734158039094,-0.005631940517923794,0.0171875,118.91776275634766,0.2
-133.49080906999998,24576,12,86,105.69,283,0.00025,-0.029603243,110,-1.3696504518389703,0.0053455858,345.5316843986511,-0.007284915531636215,0.0134765625,140.16513061523438,0.2
-132.14989705,26624,13,94,95.22,283,0.00025,-0.00044739246,120,-1.3668909505009652,0.0042849453,373.71403913497926,-0.0030352017580298706,0.007470703125,101.87080383300781,0.2
-119.81067461999999,28672,14,101,94.72,281,0.00025,-0.023653746,130,-1.3657681360840797,0.0038205467,250.61838207244872,-0.008745079149957747,0.013720703125,225.5336456298828,0.2
-119.46541812,30720,15,110,93.43,277,0.00025,-0.0014736652,140,-1.3678470492362975,0.0036187868,219.49373550415038,-0.004851287064957433,0.007568359375,169.22900390625,0.2
-118.35554807,32768,16,119,95.06,274,0.00025,-0.00021111965,150,-1.364144703373313,0.0057674884,269.5330926179886,-0.0070166195568162944,0.01787109375,75.60308074951172,0.2
-110.91928151,34816,17,127,94.5,273,0.00025,-0.056464434,160,-1.3638339895755052,0.009245846,206.71152930259706,-0.009658248130290304,0.063916015625,72.12815856933594,0.2
-110.96692544999998,36864,18,135,94.77,271,0.00025,5.364418e-07,170,-1.358346216008067,0.005947172,231.6164131641388,-0.006909742337302305,0.02392578125,116.6213607788086,0.2
-113.07424023999998,38912,19,143,96.01,271,0.00025,-6.3180923e-06,180,-1.3544994547963143,0.004887444,160.18137063980103,-0.003701698486111127,0.013623046875,104.55258178710938,0.2
-107.15579480000001,40960,20,151,94.39,271,0.00025,-0.0010620356,190,-1.3563041135668754,0.0024179993,295.4762266397476,-0.004737983275845181,0.005078125,122.40809631347656,0.2
-102.25111598000004,43008,21,158,93.48,271,0.00025,-8.046627e-05,200,-1.3592676501721144,0.00363256,245.52810854911803,-0.00303101314639207,0.003271484375,98.11376953125,0.2
-101.22632833000003,45056,22,167,96.62,268,0.00025,-8.34465e-07,210,-1.3541144963353873,0.0051188865,191.2058292388916,-0.0020651881000958382,0.00732421875,74.32222747802734,0.2
-100.02053562,47104,23,175,98.09,267,0.00025,5.9604645e-07,220,-1.3573634807020425,0.0034472486,184.1027281999588,-0.003585945483064279,0.0037109375,120.43341827392578,0.2
-93.94038843,49152,24,183,96.89,267,0.00025,-1.1920929e-06,230,-1.3585354134440422,0.0032309103,210.14952218532562,-0.002614008932141587,0.011083984375,101.82091522216797,0.2
-98.22428217000001,51200,25,191,97.82,267,0.00025,-7.1525574e-07,240,-1.3615245312452315,0.0029102871,276.79911081790925,0.00030913780792616306,0.0,192.19284057617188,0.2
-105.31257810999999,53248,26,200,98.92,265,0.00025,-3.0994415e-06,250,-1.3590375509113073,0.0047638235,223.364564037323,-0.004590336450200993,0.005224609375,87.7786636352539,0.2
-104.86340156000001,55296,27,207,95.11,266,0.00025,-0.00053715706,260,-1.3572171937674284,0.0032554017,534.1301364183425,-0.002466359763639048,0.001611328125,201.70974731445312,0.2
-102.05525733999998,57344,28,213,95.47,268,0.00025,-0.00018453598,270,-1.3629764415323735,0.0031083813,271.25100269317625,-0.002831796102691442,0.0001953125,199.67440795898438,0.2
-107.67107417,59392,29,220,94.04,268,0.00025,-1.7881393e-06,280,-1.361249866709113,0.0010100387,225.51305317878723,-0.0023073063523042945,0.0,106.30606079101562,0.2
-103.76129353999998,61440,30,228,95.38,268,0.00025,-2.3841858e-07,290,-1.35801009722054,0.0035888408,242.88379502296448,-0.00285362063877983,0.003125,86.709716796875,0.2
-102.08806055000001,63488,31,236,94.79,268,0.00025,5.9604645e-08,300,-1.363019798696041,0.0060338187,240.0801157951355,-0.0029517009796109052,0.027001953125,133.1245574951172,0.2
-101.21623130999997,65536,32,244,95.32,268,0.00025,0.0,310,-1.3625816643238067,0.0045868303,232.5292765855789,-0.005946367555588949,0.036474609375,88.76597595214844,0.2
-103.95834186,67584,33,252,95.09,267,0.00025,6.556511e-07,320,-1.3715229157358408,0.0009252308,187.98356158733367,0.0008636904181912542,0.0,129.4248809814453,0.2
-103.02904909999998,69632,34,259,95.47,268,0.00025,-5.9604645e-07,330,-1.3694731265306472,0.004684193,214.5136742591858,-0.005638006178196519,0.01181640625,81.56543731689453,0.2
-104.59095079000001,71680,35,267,95.27,268,0.00025,5.9604645e-08,340,-1.365790641307831,0.0028724298,193.99084560871125,-0.003199580835644156,0.00029296875,84.96380615234375,0.2
