#{"t_start": 1744462279.9696674, "env_id": "LunarLander-v2"}
r,l,t
-88.358533,400,438.895496
192.991764,530,441.739466
186.594868,508,442.614243
230.492592,500,443.505039
233.284051,387,444.229734
-9.412233,228,444.759369
-65.564443,332,447.257179
227.813125,349,447.914534
232.041273,445,448.638192
176.503661,519,449.582169
220.20976,376,450.267529
213.621388,399,453.247844
201.348112,535,454.143814
224.73332,355,454.747202
237.595309,348,455.344397
186.801619,738,458.576313
212.156876,460,459.407072
211.024565,362,460.065569
199.044769,533,461.240053
239.377765,335,461.84001
-56.214684,366,464.237864
16.769738,248,464.656391
233.362742,311,465.186074
-32.933719,362,465.824853
15.503656,279,466.330968
249.248742,318,466.909745
174.285592,689,470.218407
231.771614,377,470.8393
234.812277,423,471.582133
-32.244894,349,472.234818
221.204651,448,472.993901
-52.270107,374,475.592293
9.097101,343,476.246167
168.910893,611,477.531093
229.504581,405,478.237027
184.992667,489,481.108047
223.284357,530,482.037456
276.48672,364,482.729688
247.844484,355,483.354082
191.669836,445,484.243761
187.068751,428,486.971874
66.591357,1000,488.772446
-34.475942,313,489.353278
176.169996,618,492.535111
209.74121,390,493.341915
179.552952,501,494.190927
183.393382,615,495.191393
-104.860965,471,497.995585
159.775226,501,498.866677
193.528009,592,499.909735
291.534482,389,500.778883
205.316386,497,501.689188
246.327387,363,504.036774
234.303511,549,504.976052
240.09018,367,505.621187
199.465102,396,506.334662
286.117027,362,506.953296
267.19339,384,509.740516
-62.237031,382,510.348001
189.797728,863,511.885868
259.901526,350,512.554407
-72.706124,360,515.268914
50.197563,299,515.795901
46.766111,304,516.435513
-168.075134,679,517.759778
-112.064621,499,518.5937
170.345964,460,521.207472
-53.659903,367,521.849695
243.169275,372,522.516643
179.931949,455,523.305554
-28.64705,333,523.943042
-39.039814,393,526.573724
182.96846,487,527.388759
7.249619,297,527.888692
195.282794,432,528.62909
207.769577,454,529.439187
198.076766,516,532.368084
184.367904,495,533.495878
163.198904,529,534.400592
-34.035243,359,535.022701
-46.129414,349,537.571968
195.992594,553,538.529639
256.23409,371,539.232822
220.08953,555,540.293635
145.502229,789,543.701251
-48.819431,485,544.590488
258.190558,380,545.33191
141.183561,653,546.579965
-59.880351,461,549.564942
242.829455,383,550.176935
225.294838,398,550.867198
-95.978979,618,551.943586
-49.262334,486,554.723817
170.531793,472,555.566067
251.276007,385,556.307817
165.071328,756,557.802392
181.801488,791,561.042525
219.912743,882,562.620733
233.856494,404,563.34848
243.728862,425,566.149007
-10.838925,328,566.670793
212.810298,591,567.67773
195.564308,459,568.483695
53.334029,1000,572.284605
98.728423,1000,574.221504
-98.103849,680,577.320905
