#{"t_start": 1744013230.2761657, "env_id": "ALE/Breakout-v5"}
r,l,t
6.0,339,5090.089822
5.0,317,5094.554189
4.0,259,5098.750723
9.0,346,5104.776128
9.0,354,5110.717514
3.0,233,5113.336021
5.0,287,5118.961302
5.0,294,5123.194815
6.0,322,5127.766806
9.0,354,5133.707628
7.0,371,5139.503382
7.0,358,5145.28326
3.0,228,5148.954715
4.0,274,5152.993187
1.0,211,5155.164104
2.0,188,5158.480448
3.0,292,5162.419386
6.0,382,5168.097323
3.0,235,5172.400522
6.0,325,5178.495952
4.0,266,5183.204409
7.0,413,5189.306775
4.0,276,5193.410206
3.0,214,5197.319737
5.0,307,5201.52917
7.0,383,5207.538394
9.0,468,5215.52352
8.0,457,5222.116961
8.0,404,5228.448936
7.0,394,5236.115785
5.0,312,5240.526041
8.0,441,5247.16163
5.0,299,5252.814233
6.0,321,5257.507796
4.0,280,5261.89063
5.0,291,5267.536544
7.0,394,5273.550049
7.0,374,5279.319706
7.0,398,5285.321742
10.0,427,5291.929028
6.0,334,5297.8564
11.0,394,5303.782063
6.0,340,5309.36475
8.0,451,5315.547254
7.0,372,5321.394083
13.0,335,5327.052584
13.0,365,5331.460398
15.0,468,5339.013351
12.0,477,5346.699114
6.0,340,5351.218153
13.0,353,5356.877695
7.0,377,5362.665237
6.0,358,5368.467842
8.0,279,5372.557296
11.0,411,5378.717725
4.0,282,5384.160464
5.0,330,5388.472507
11.0,267,5392.639094
4.0,658,5402.655406
12.0,300,5408.056086
2.0,197,5410.501789
7.0,322,5416.417063
9.0,407,5422.173513
10.0,381,5427.604665
6.0,321,5431.867214
4.0,257,5436.360259
7.0,251,5440.576835
13.0,525,5449.609348
14.0,389,5457.063763
5.0,292,5461.303737
13.0,441,5467.784971
5.0,310,5473.508612
5.0,446,5480.308593
9.0,329,5485.852199
7.0,375,5491.657712
8.0,298,5495.949526
8.0,296,5500.248841
4.0,265,5504.542841
1.0,27000,5930.291951
0.0,27000,6355.117729
9.0,447,6362.981135
5.0,321,6367.434283
9.0,456,6375.040944
5.0,341,6379.573871
9.0,330,6385.378177
3.0,243,6389.410027
6.0,371,6395.43983
