#{"t_start": 1744465456.1177409, "env_id": "LunarLander-v2"}
r,l,t
0.0,106,214.230691
0.0,90,214.400179
0.0,65,214.51625
0.0,74,214.646804
0.0,116,214.867798
0.0,119,215.118219
0.0,119,215.360768
0.0,97,215.548281
0.0,111,215.763899
0.0,73,215.907817
0.0,73,216.054664
0.0,75,216.204256
0.0,126,216.441313
0.0,98,216.628352
0.0,89,216.83811
0.0,99,217.053214
0.0,72,217.2114
0.0,67,217.329365
0.0,109,217.553146
0.0,125,219.927249
0.0,130,220.220117
0.0,121,220.472456
0.0,80,220.627712
0.0,81,220.80929
0.0,118,221.045967
0.0,68,221.242004
0.0,65,221.426641
0.0,128,221.730611
0.0,122,222.027696
0.0,113,222.263794
0.0,112,222.501549
0.0,76,222.639163
0.0,90,222.808211
0.0,130,223.042292
0.0,90,223.218314
0.0,128,223.479421
0.0,83,223.644424
0.0,103,223.856584
0.0,136,224.125654
0.0,69,226.267659
0.0,72,226.437206
0.0,117,226.708454
0.0,97,226.922578
0.0,80,227.118255
0.0,106,227.336272
0.0,68,227.467525
0.0,82,227.638067
0.0,73,227.789041
0.0,103,228.018107
0.0,79,228.197757
0.0,64,228.323974
0.0,112,228.540377
0.0,125,228.818115
0.0,119,229.061944
0.0,123,229.422148
0.0,119,229.716343
0.0,86,229.922025
0.0,73,230.104257
0.0,87,230.284148
0.0,110,230.487618
0.0,123,232.7155
0.0,101,232.903879
0.0,133,233.15379
0.0,83,233.325325
0.0,123,233.595337
0.0,79,233.753121
0.0,90,233.974162
0.0,131,234.234865
0.0,79,234.402023
0.0,118,234.623662
0.0,74,234.783706
0.0,82,234.937944
0.0,80,235.11408
0.0,127,235.361255
0.0,74,235.511482
0.0,75,235.657224
0.0,113,235.872136
0.0,112,236.09086
0.0,110,236.314106
0.0,123,236.581492
0.0,73,236.737334
0.0,101,239.475295
0.0,86,239.663278
0.0,86,239.834026
0.0,69,239.97367
0.0,70,240.124125
0.0,89,240.310746
0.0,93,240.516642
0.0,130,240.806151
0.0,104,241.033634
0.0,106,241.24685
0.0,95,241.465796
0.0,114,241.69234
0.0,96,241.896717
0.0,119,242.13457
0.0,73,242.30192
0.0,95,242.511467
0.0,125,242.76933
0.0,102,242.992792
0.0,67,243.147715
0.0,123,243.414692
0.0,93,243.623149
0.0,101,246.180302
0.0,105,246.384705
0.0,81,246.549177
0.0,121,246.783631
0.0,67,246.906972
0.0,87,247.045388
0.0,87,247.205349
0.0,84,247.33741
0.0,76,247.458108
0.0,80,247.607428
0.0,110,247.833635
0.0,72,247.98924
0.0,112,248.201884
0.0,117,248.427063
0.0,118,248.64504
0.0,100,248.820725
0.0,71,248.97008
0.0,93,249.175121
0.0,113,249.413433
0.0,106,249.621208
0.0,110,249.838552
0.0,70,249.979759
0.0,75,252.242369
0.0,71,252.392951
0.0,92,252.589012
0.0,117,252.815053
0.0,77,252.976301
0.0,71,253.1133
0.0,118,253.462659
0.0,120,253.778114
0.0,93,254.01562
0.0,72,254.184469
0.0,78,254.345784
0.0,66,254.481976
0.0,73,254.610019
0.0,87,254.775054
0.0,108,255.001329
0.0,127,255.247553
0.0,87,255.412681
0.0,85,255.570186
0.0,105,255.778057
0.0,66,255.913711
0.0,82,256.064489
0.0,118,256.311624
0.0,71,256.468278
0.0,121,258.80625
0.0,110,259.04785
0.0,108,259.28512
0.0,106,259.493181
0.0,85,259.675946
0.0,81,259.849002
0.0,109,260.072757
0.0,69,260.218948
0.0,106,260.446848
0.0,102,260.673962
0.0,122,260.949876
0.0,70,261.106264
0.0,94,261.418483
0.0,136,261.778916
0.0,84,262.00298
0.0,132,262.302856
0.0,91,262.478491
0.0,76,262.618795
0.0,77,262.769838
0.0,70,262.897516
0.0,70,263.017637
0.0,75,265.204344
0.0,107,265.423746
0.0,100,265.644209
0.0,66,265.773932
0.0,102,266.001889
0.0,111,266.256238
0.0,74,266.418611
0.0,86,266.611831
0.0,115,266.855242
0.0,65,267.020628
0.0,100,267.234239
0.0,129,267.514034
0.0,81,267.711001
0.0,85,267.909583
0.0,80,268.176451
0.0,103,268.583512
0.0,102,268.755775
0.0,66,268.93483
0.0,113,269.201077
0.0,94,269.393653
0.0,74,269.560467
0.0,144,269.860396
0.0,95,272.803642
0.0,96,273.000468
0.0,86,273.180473
0.0,95,273.388433
0.0,110,273.711242
0.0,69,273.879104
0.0,140,274.382682
0.0,98,274.612594
0.0,110,274.901607
0.0,80,275.100551
0.0,140,275.335546
0.0,108,275.56337
0.0,85,275.75245
0.0,71,275.870211
0.0,107,276.076996
0.0,112,276.316748
0.0,66,276.460489
0.0,111,276.889382
0.0,126,277.264224
0.0,74,277.509643
0.0,67,277.733503
0.0,85,280.96651
0.0,83,281.183724
0.0,109,281.43112
0.0,106,281.684973
0.0,87,281.896707
0.0,120,282.248142
0.0,105,282.53747
0.0,122,282.809631
0.0,87,282.987462
0.0,118,283.30022
0.0,117,283.565699
0.0,94,283.821068
0.0,85,284.017057
0.0,81,284.242174
0.0,102,284.540725
0.0,116,284.823322
0.0,77,285.071816
0.0,74,285.286847
0.0,128,285.741432
0.0,72,285.899402
0.0,109,288.486215
0.0,80,288.755461
0.0,114,289.055164
0.0,97,289.260206
0.0,105,289.502752
0.0,68,289.639538
0.0,103,289.91659
0.0,88,290.157485
0.0,134,290.489304
0.0,102,290.717229
0.0,110,290.970996
0.0,79,291.192604
0.0,79,291.380392
0.0,108,291.663536
0.0,103,291.909504
0.0,101,292.128806
0.0,85,292.376209
0.0,115,292.649429
0.0,106,292.925118
0.0,86,293.145085
0.0,98,293.504065
0.0,91,296.711215
0.0,112,297.005594
0.0,84,297.202273
0.0,66,297.375067
0.0,80,297.536145
0.0,67,297.805949
0.0,95,298.036804
0.0,66,298.185978
0.0,80,298.382637
0.0,96,298.62065
0.0,93,298.891167
0.0,115,299.42997
0.0,126,300.158579
0.0,90,300.640324
0.0,62,300.962222
0.0,77,301.273709
0.0,70,301.586032
0.0,88,302.088698
0.0,71,302.452018
0.0,79,302.731052
0.0,77,303.021508
0.0,114,303.546195
0.0,94,303.80668
0.0,94,304.07615
0.0,84,307.368792
0.0,107,307.752048
0.0,88,308.113304
0.0,107,308.522333
0.0,64,308.811824
0.0,70,309.055483
0.0,119,309.517796
0.0,86,309.844226
0.0,68,310.112514
0.0,91,310.363083
0.0,81,310.578224
0.0,74,310.780389
0.0,78,311.013283
0.0,133,311.359051
0.0,113,311.649674
0.0,102,311.966778
0.0,76,312.139271
0.0,105,312.480243
0.0,69,312.793309
0.0,102,313.098428
0.0,98,313.466994
0.0,101,313.825287
0.0,126,317.582964
0.0,114,318.012282
0.0,85,318.191904
0.0,69,318.374437
0.0,74,318.568848
0.0,75,318.752457
0.0,83,318.956124
0.0,106,319.261971
0.0,67,319.466464
0.0,66,319.657556
0.0,73,319.989857
0.0,79,320.267489
0.0,90,320.654007
0.0,68,320.860244
0.0,76,321.137706
0.0,116,321.549395
0.0,66,321.752361
0.0,102,322.140502
0.0,117,322.640094
0.0,82,322.820268
0.0,64,322.984273
0.0,107,323.262696
0.0,88,323.514518
0.0,96,323.761977
0.0,109,326.769806
0.0,63,326.961042
0.0,122,327.237923
0.0,64,327.39107
0.0,93,327.625984
0.0,98,327.865701
0.0,94,328.090964
0.0,120,328.423324
0.0,103,328.732121
0.0,66,328.915554
0.0,75,329.086206
0.0,94,329.332038
0.0,103,329.623656
0.0,93,329.875164
0.0,69,330.080117
0.0,66,330.251245
0.0,84,330.444294
0.0,94,330.665417
0.0,65,330.831004
0.0,74,331.026888
0.0,106,331.304331
0.0,62,331.506855
0.0,95,331.772121
0.0,82,334.574465
0.0,98,334.839151
0.0,78,335.027271
0.0,116,335.257715
0.0,73,335.427462
0.0,74,335.614529
0.0,82,335.798862
0.0,65,335.961723
0.0,83,336.143486
0.0,73,336.309873
0.0,103,336.541354
0.0,67,336.711214
0.0,99,336.938956
0.0,100,337.227213
0.0,118,337.496178
0.0,75,337.667848
0.0,93,337.881971
0.0,115,338.1454
0.0,94,338.358749
0.0,61,338.592762
0.0,67,338.783655
0.0,93,339.014653
0.0,103,339.284002
0.0,87,339.573314
0.0,87,342.520212
0.0,83,342.727599
0.0,92,343.017217
0.0,94,343.24578
0.0,72,343.420263
0.0,102,343.715284
0.0,85,343.938602
0.0,104,344.18908
0.0,98,344.447685
0.0,71,344.624048
0.0,78,344.812601
0.0,88,345.012193
0.0,115,345.263931
0.0,97,345.483545
0.0,69,345.632291
0.0,99,345.915269
0.0,97,346.186234
0.0,115,346.524945
0.0,105,346.785105
0.0,87,346.990093
0.0,114,347.226924
0.0,88,347.43459
0.0,100,350.30334
0.0,103,350.552336
0.0,85,350.744417
0.0,70,350.900625
0.0,70,351.037084
0.0,92,351.253361
0.0,76,351.428035
0.0,114,351.70076
0.0,84,351.912707
0.0,80,352.113633
0.0,65,352.258439
0.0,83,352.506785
0.0,65,352.664705
0.0,112,352.92418
0.0,68,353.089645
0.0,63,353.247233
0.0,79,353.434824
0.0,79,353.60145
0.0,117,353.886851
0.0,72,354.053102
0.0,91,354.243335
0.0,90,354.435326
0.0,100,354.702504
0.0,78,354.933547
0.0,72,357.604951
0.0,70,357.776289
0.0,67,357.936176
0.0,100,358.205009
0.0,105,358.451938
0.0,96,358.652316
0.0,109,358.87709
0.0,118,359.155908
0.0,62,359.28013
0.0,68,359.426956
0.0,101,359.653306
0.0,108,359.900363
0.0,108,360.119721
0.0,96,360.334979
0.0,99,360.582331
0.0,106,360.831625
0.0,103,361.164239
0.0,84,361.415482
0.0,84,361.639786
0.0,72,361.838479
0.0,95,362.136743
0.0,95,362.473253
0.0,67,362.723203
0.0,75,366.106668
0.0,96,366.363984
0.0,90,366.563327
0.0,99,366.832519
0.0,78,367.006686
0.0,71,367.141362
0.0,92,367.325094
0.0,97,367.557606
0.0,72,367.702211
0.0,126,367.996246
0.0,96,368.209117
0.0,66,368.341478
0.0,68,368.476647
0.0,70,368.624473
0.0,82,368.803402
0.0,119,369.061447
0.0,94,369.288558
0.0,82,369.499092
0.0,82,369.703149
0.0,70,369.880154
0.0,93,370.098978
0.0,82,370.299768
0.0,74,370.46875
0.0,118,373.731381
0.0,87,374.024892
0.0,83,374.268347
0.0,67,374.449122
0.0,80,374.675133
0.0,84,375.042509
0.0,78,375.311759
0.0,94,375.667823
0.0,90,375.981045
0.0,113,376.319351
0.0,93,376.580799
0.0,110,376.932673
0.0,93,377.271792
0.0,76,377.565103
0.0,89,377.861805
0.0,83,378.124264
0.0,79,378.368484
0.0,83,378.584548
0.0,77,378.813315
0.0,82,379.024032
0.0,73,379.217296
0.0,72,379.39397
0.0,105,379.628323
0.0,109,379.890866
0.0,105,383.103752
0.0,66,383.300879
0.0,92,383.535997
0.0,82,383.725355
0.0,101,383.94594
0.0,105,384.210874
0.0,66,384.363111
0.0,76,384.556132
0.0,77,384.752367
0.0,79,384.955157
0.0,66,385.151083
0.0,73,385.307214
0.0,80,385.486211
0.0,64,385.628426
0.0,108,385.891842
0.0,76,386.099729
0.0,100,386.359908
0.0,71,386.569855
0.0,96,386.829064
0.0,66,387.021694
0.0,92,387.25274
0.0,85,387.490111
0.0,69,387.675437
0.0,79,387.878098
0.0,96,391.208313
0.0,85,391.444835
0.0,91,391.713165
0.0,113,392.006103
0.0,93,392.266154
0.0,64,392.434806
0.0,64,392.592345
0.0,87,392.805772
0.0,88,393.091988
0.0,69,393.319009
0.0,76,393.571066
0.0,81,393.791021
0.0,88,394.056336
0.0,91,394.339684
0.0,98,394.56517
0.0,90,394.789346
0.0,90,395.014359
0.0,98,395.259966
0.0,76,395.483682
0.0,85,395.689665
0.0,82,395.881418
0.0,82,396.071018
0.0,65,396.245663
0.0,78,396.448836
0.0,106,399.408958
0.0,75,399.642128
0.0,101,399.925354
0.0,81,400.15835
0.0,93,400.428232
0.0,72,400.598882
0.0,94,400.832641
0.0,68,401.021867
0.0,82,401.255184
0.0,71,401.457173
0.0,89,401.710772
0.0,66,401.875525
0.0,101,402.156532
0.0,62,402.416551
0.0,73,402.661042
0.0,80,402.860792
0.0,78,403.055113
0.0,68,403.229842
