rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/n_updates,train/entropy_loss,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/loss,train/clip_range
-189.03536236363635,2048,1,3,89.68181818181819,582,,,,,,,,,,
-178.91039977777777,4096,2,8,88.88888888888889,462,0.00025,0.00019645691,10,-1.3833845112472773,0.005625593,1650.9973070144654,-0.005542583006899804,0.007958984375,472.0726013183594,0.2
-170.67344176923075,6144,3,14,92.95384615384616,435,0.00025,-0.08618498,20,-1.3778253842145205,0.0065275095,1228.0338020324707,-0.0057065223634708674,0.017626953125,704.0556030273438,0.2
-177.36663287951808,8192,4,19,97.55421686746988,421,0.00025,-0.021175265,30,-1.358559013158083,0.007088288,838.5472311019897,-0.009126839067903347,0.048876953125,307.514892578125,0.2
-184.12512853,10240,5,24,101.99,413,0.00025,-0.015742302,40,-1.3487863317131996,0.005578206,1189.6733879089356,-0.0027758366952184586,0.00234375,549.8088989257812,0.2
-175.5789901,12288,6,30,107.37,409,0.00025,-4.172325e-05,50,-1.3287100993096828,0.013643115,889.7315635681152,-0.006566309928894043,0.059521484375,304.0021667480469,0.2
-189.84663431,14336,7,35,112.89,403,0.00025,-0.00092196465,60,-1.257756895944476,0.009180949,373.64037971496583,-0.0068168710567988455,0.07529296875,153.33863830566406,0.2
-191.64330319999996,16384,8,40,120.63,401,0.00025,-0.00363791,70,-1.2500824231654406,0.00095084973,1149.7044673919677,-0.0009188113210257143,0.0,482.02569580078125,0.2
-186.1568235,18432,9,46,124.61,398,0.00025,-0.005660057,80,-1.2917084030807018,0.008150814,546.451336479187,-0.006128143021487631,0.032568359375,312.86279296875,0.2
-172.60068959000003,20480,10,51,126.94,397,0.00025,-0.009778023,90,-1.2450731363147498,0.012972799,337.1228972673416,-0.011805909224494825,0.164306640625,95.7201919555664,0.2
-162.70151915999998,22528,11,56,128.8,396,0.00025,-0.01709938,100,-1.2508678864687681,0.005555277,453.3503221035004,-0.004119949249434285,0.038037109375,216.87049865722656,0.2
-165.34689746,24576,12,62,134.44,395,0.00025,-0.0005351305,110,-1.2388629719614983,0.010840338,631.8854267120362,-0.008101227105362341,0.0662109375,304.82415771484375,0.2
-162.78125214000002,26624,13,67,137.01,394,0.00025,-0.0019339323,120,-1.210075019672513,0.0058134478,648.1110052585602,-0.0010177520685829221,0.012451171875,386.44622802734375,0.2
-142.63715716000002,28672,14,72,140.9,393,0.00025,-0.00057792664,130,-1.173586332052946,0.005880328,489.8246235847473,-0.002467252517817542,0.043896484375,217.99044799804688,0.2
-132.27501671,30720,15,78,142.64,392,0.00025,-1.5854836e-05,140,-1.2086400166153908,0.010713499,252.4612466096878,-0.005942041831440292,0.00849609375,185.65951538085938,0.2
-134.52957102,32768,16,83,151.23,392,0.00025,-0.00047636032,150,-1.1389527570456266,0.007901084,340.2453007221222,-0.003516319922346156,0.0494140625,157.51898193359375,0.2
-131.50992771,34816,17,88,154.32,392,0.00025,-0.000100016594,160,-1.156286222487688,0.0055163475,483.99466919898987,-0.005469754838850349,0.033154296875,166.24009704589844,0.2
-116.91223366999999,36864,18,94,156.68,391,0.00025,-1.5735626e-05,170,-1.141992388293147,0.009018827,448.6879165172577,-0.006491635608836077,0.076904296875,229.1712646484375,0.2
-107.50528096,38912,19,99,160.83,389,0.00025,-3.2186508e-06,180,-1.1390044838190079,0.007389445,366.8797580242157,-0.005265247359056957,0.03359375,231.5807342529297,0.2
-93.21192724000002,40960,20,105,159.45,388,0.00025,-2.1576881e-05,190,-1.1302981719374656,0.0032104272,432.95702505111694,-0.0019342320680152624,0.0046875,112.27428436279297,0.2
-83.59285896000002,43008,21,111,169.04,386,0.00025,4.708767e-06,200,-1.1396857354789973,0.0018938275,340.27592368125914,-0.002310569869587198,0.00810546875,163.65843200683594,0.2
-75.94145475,45056,22,117,187.63,384,0.00025,5.4061413e-05,210,-1.2218430679291488,0.0062730964,193.22847692966462,-0.0040569427626905965,0.015869140625,44.7681884765625,0.2
-77.55003413,47104,23,122,200.11,382,0.00025,6.169081e-05,220,-1.182664215937257,0.008805159,290.4018290758133,-0.003874191077193245,0.0701171875,363.45709228515625,0.2
-77.03742030000001,49152,24,128,210.9,382,0.00025,4.7922134e-05,230,-1.1587165709584952,0.007344761,263.4346545934677,-0.0041416151856537905,0.078466796875,81.18952941894531,0.2
-76.1144593,51200,25,134,220.19,381,0.00025,0.001626432,240,-1.167203103005886,0.0016741855,300.0698054552078,-0.002377164753852412,0.0,96.86190032958984,0.2
-74.46530605,53248,26,140,232.8,379,0.00025,0.055428624,250,-1.0905780468136073,0.00459027,227.42290794849396,-0.0027495016722241415,0.0091796875,184.4315185546875,0.2
-69.36285373000001,55296,27,146,245.24,378,0.00025,0.28334355,260,-1.137173779308796,0.0025501319,203.35605245828629,-0.0019262644796981475,0.000439453125,107.2983169555664,0.2
-66.82444519000002,57344,28,151,261.15,377,0.00025,0.4534337,270,-1.1636499401181937,0.0040818676,118.49736386537552,-0.0022727439616573976,0.00146484375,41.22135543823242,0.2
-57.3273824,59392,29,157,268.89,377,0.00025,0.59473705,280,-1.2285849492996932,0.011593793,46.182979381084444,-0.007005711636156775,0.137939453125,16.720184326171875,0.2
-60.37657483000001,61440,30,162,281.63,377,0.00025,0.58666945,290,-1.1050876814872026,0.008891636,103.17711873054505,-0.0061173231020802635,0.035791015625,46.71989059448242,0.2
-56.33669924,63488,31,168,295.25,377,0.00025,0.30274814,300,-1.1222237586975097,0.0040141144,291.71277598142626,-0.0019510956830345095,0.004736328125,213.47393798828125,0.2
-52.933859459999994,65536,32,173,305.03,376,0.00025,0.48449785,310,-1.1008730355650187,0.0075201867,148.08001655340195,-0.006074901077954564,0.031689453125,35.88924789428711,0.2
-49.62656699,67584,33,179,324.27,375,0.00025,0.26672423,320,-1.0801372345536948,0.0027980679,212.44768204689026,-0.001654333106125705,0.002197265625,19.162273406982422,0.2
-46.39511738,69632,34,185,340.69,374,0.00025,0.5705858,330,-1.0525246534496546,0.003702498,74.13305816054344,-0.0017701202872558498,0.007275390625,24.957807540893555,0.2
-47.558502399999995,71680,35,191,353.29,374,0.00025,0.36555892,340,-1.0690106190741062,0.0039977613,129.86576679944991,-0.005446016970381606,0.026513671875,80.6781997680664,0.2
-46.73194746,73728,36,196,369.69,374,0.00025,0.24859858,350,-1.0087122660130263,0.0038822698,161.66043370962143,-0.006230366867384873,0.02021484375,25.5900936126709,0.2
-45.97234450999999,75776,37,202,383.1,375,0.00025,0.5252497,360,-1.0552309706807137,0.010518746,121.33853957653045,-0.010274611535714939,0.074951171875,67.21131896972656,0.2
-42.16465805,77824,38,207,399.24,375,0.00025,0.61614555,370,-1.0347625786438583,0.0044377637,85.96768952012062,-0.00496812499477528,0.017578125,56.38092041015625,0.2
-39.7654019,79872,39,213,411.08,374,0.00025,0.75394094,380,-1.0508155070245266,0.009509388,44.02865077257157,-0.011850178630265874,0.08779296875,32.5538215637207,0.2
-35.94720049,81920,40,218,427.69,374,0.00025,0.6610686,390,-1.0741756524890662,0.0068399375,69.2126832395792,-0.005021129087253939,0.062939453125,10.345953941345215,0.2
-34.01628332,83968,41,224,444.9,374,0.00025,0.7845274,400,-1.028046252578497,0.0053948592,39.01160017848015,-0.005489538467372768,0.0630859375,15.108344078063965,0.2
-27.17716231,86016,42,229,470.02,374,0.00025,0.8584421,410,-1.0514332856982946,0.0074588573,25.00484926700592,-0.005231039086356759,0.062109375,11.118362426757812,0.2
-24.76070917,88064,43,235,485.67,374,0.00025,0.8479166,420,-1.0385016759857535,0.004802949,29.08476403951645,-0.003811673019663431,0.027978515625,14.706735610961914,0.2
-21.77937746,90112,44,240,502.42,373,0.00025,0.5055218,430,-0.9187739368528127,0.006953779,74.9241911560297,-0.004675592298735864,0.044140625,7.357994079589844,0.2
-21.24359117,92160,45,246,513.5,374,0.00025,0.8668566,440,-1.073092445731163,0.010139693,16.92640490233898,-0.005631894513498992,0.110009765625,7.210960865020752,0.2
-21.20335368,94208,46,251,530.76,374,0.00025,0.72743535,450,-0.8896809101104737,0.0073268167,42.98934260308742,-0.006611743471876252,0.08857421875,5.797868728637695,0.2
-20.854808770000005,96256,47,257,539.95,373,0.00025,0.39429224,460,-0.9856043273583055,0.004734226,212.24525973796844,-0.004100830586685334,0.028564453125,48.4118766784668,0.2
-20.39360191,98304,48,262,544.07,373,0.00025,0.63079,470,-0.9358784779906273,0.005784573,145.72896153330802,-0.0021007938485126942,0.015478515625,56.24357986450195,0.2
-20.02479475,100352,49,268,554.37,373,0.00025,0.8166206,480,-0.9826670838519931,0.0077603157,47.74077649563551,-0.004524876168579795,0.046728515625,11.179886817932129,0.2
-14.333796680000003,102400,50,273,559.53,373,0.00025,0.7027619,490,-1.0136317839846014,0.007506213,87.48371511399746,-0.0034461747505702077,0.0955078125,17.25894546508789,0.2
-9.385813990000003,104448,51,279,573.95,373,0.00025,0.72968197,500,-0.9817370630800724,0.013346551,100.25620417296886,-0.004767717837239616,0.078125,79.54497528076172,0.2
-6.410021240000001,106496,52,284,588.92,374,0.00025,0.91100365,510,-0.9011959686875344,0.008380589,16.988111540675163,-0.004168516062782146,0.061328125,5.631435394287109,0.2
-4.390653520000002,108544,53,290,604.78,373,0.00025,0.89884925,520,-0.9338464386761188,0.01342177,13.439048732817174,-0.0035837446790537796,0.104541015625,2.5759363174438477,0.2
-1.5574544800000008,110592,54,295,605.05,373,0.00025,0.87771153,530,-0.8320934936404228,0.007321745,15.46197671815753,-0.008002412143105176,0.097607421875,15.611440658569336,0.2
0.8801746199999982,112640,55,301,618.79,373,0.00025,0.47521937,540,-0.9021626532077789,0.003782298,141.7707878112793,-0.004647885388112627,0.031884765625,36.920318603515625,0.2
3.9995170199999976,114688,56,307,625.29,373,0.00025,0.6607113,550,-0.8605903929099441,0.004541941,93.4238372027874,-0.0031060850946232677,0.0201171875,11.703049659729004,0.2
5.8269532,116736,57,312,633.8,373,0.00025,0.7531182,560,-0.8326092654839158,0.008148635,36.828471918404105,-0.0024920143390772865,0.0818359375,21.43599510192871,0.2
9.714049829999999,118784,58,318,649.03,373,0.00025,0.7196213,570,-0.9785188473761082,0.0050363922,124.94302110671997,-0.0036158528993837534,0.0322265625,49.634376525878906,0.2
11.20378526,120832,59,323,652.51,373,0.00025,0.83817106,580,-0.8262096453458071,0.0053205052,29.379586976766586,-0.003225415325141512,0.038232421875,10.110875129699707,0.2
12.54485641,122880,60,329,649.33,372,0.00025,0.60732144,590,-0.8705421626567841,0.020465013,90.86751648187638,-0.006820774532388896,0.0798828125,54.143028259277344,0.2
16.087706009999998,124928,61,335,660.39,372,0.00025,0.70006585,600,-0.6699808659031987,0.004187864,61.4301510900259,-0.005961221289180685,0.055908203125,15.089828491210938,0.2
22.24108875,126976,62,341,666.45,371,0.00025,0.689651,610,-0.7710045393556356,0.0050818734,76.911694817245,-0.0026812485280970576,0.056640625,33.703224182128906,0.2
26.237541439999994,129024,63,347,673.84,371,0.00025,0.6094289,620,-0.9086228428408504,0.0069920225,173.60088049173356,-0.005509622775571188,0.051123046875,99.92620849609375,0.2
27.572663230000003,131072,64,353,680.65,370,0.00025,0.8353313,630,-0.8533614723011851,0.01305313,17.622743545472623,-0.006567793936119415,0.10361328125,5.421457290649414,0.2
29.075332319999994,133120,65,358,690.98,370,0.00025,0.52177066,640,-0.8436090460047125,0.0071790786,121.21667265444994,-0.0032473146740812807,0.05302734375,11.359410285949707,0.2
33.414575129999996,135168,66,364,699.73,370,0.00025,0.7554956,650,-0.8413401853293181,0.00872908,49.03510212302208,-0.009679469298862386,0.086865234375,6.388254165649414,0.2
37.54514872,137216,67,369,694.5,371,0.00025,0.60294914,660,-0.8281155746430159,0.004523391,95.55504148602486,-0.0035900885282899252,0.038427734375,10.479260444641113,0.2
42.74678094,139264,68,375,695.89,370,0.00025,0.5461947,670,-0.8753874875605107,0.002961697,119.88978838920593,-0.0019784048345172778,0.01259765625,21.425790786743164,0.2
48.201697,141312,69,381,704.95,370,0.00025,0.5761631,680,-0.9219099685549736,0.0030533397,146.82284771800042,-0.0024369805585592987,0.034228515625,87.23886108398438,0.2
54.03086534,143360,70,387,712.69,370,0.00025,0.6632596,690,-0.8350830342620611,0.0046221307,65.80211616456509,-0.0038006875896826387,0.047705078125,5.667224407196045,0.2
56.93619888,145408,71,392,710.41,370,0.00025,0.6053541,700,-0.8763805968686939,0.0047981124,126.44375062286854,-0.002497054215928074,0.019287109375,67.6822280883789,0.2
61.470528689999995,147456,72,398,707.16,370,0.00025,0.6084507,710,-0.8539092445746064,0.0043355785,181.74598094820976,-0.002984670783916954,0.044775390625,47.47642517089844,0.2
60.9589302,149504,73,403,700.63,370,0.00025,0.66760427,720,-0.8123354969546199,0.003995371,93.66111295819283,-0.001457561890129,0.02509765625,49.63462448120117,0.2
58.809509989999995,151552,74,409,687.55,370,0.00025,0.35353446,730,-0.9487989563494921,0.0073305042,212.1970656991005,-0.005244907781889197,0.04990234375,152.3957977294922,0.2
58.71625374,153600,75,415,675.31,370,0.00025,0.49840045,740,-0.7680172819644213,0.008422108,146.9088247090578,-0.0019832935780868866,0.08984375,62.66374588012695,0.2
53.5027535,155648,76,420,668.78,370,0.00025,0.56065655,750,-0.8802110351622104,0.004840645,139.29089299440383,-0.0070633741182973605,0.04921875,57.713706970214844,0.2
54.94083141,157696,77,426,661.72,370,0.00025,0.69553196,760,-0.9468294767662883,0.005472593,108.88623650074005,-0.0031110084179090335,0.07890625,33.537471771240234,0.2
59.909876759999996,159744,78,431,665.93,369,0.00025,0.732581,770,-0.9034402744844556,0.0060676523,102.95453790426254,-0.0012560572897200473,0.0455078125,108.93657684326172,0.2
64.61017537,161792,79,437,669.74,370,0.00025,0.7244909,780,-0.770105668157339,0.0070820116,69.0717589378357,-0.002761838914011605,0.06171875,29.063814163208008,0.2
71.22198248999999,163840,80,442,669.07,370,0.00025,0.77396524,790,-0.8339461660012603,0.005810778,73.22205767035484,-0.0037239502707961947,0.05380859375,16.654769897460938,0.2
71.47205009,165888,81,448,667.07,369,0.00025,0.8070872,800,-0.8412739634513855,0.006869292,63.68717738240957,-0.0014758177771000192,0.0556640625,18.404279708862305,0.2
70.05194314,167936,82,454,671.98,369,0.00025,0.5934846,810,-0.8628298886120319,0.0064124297,131.08703683018683,-0.0021934292075457052,0.038525390625,36.71805953979492,0.2
74.85347711,169984,83,460,683.01,368,0.00025,0.8092477,820,-0.9359546294435859,0.007694685,57.702667674422266,-0.0022265235136728736,0.062158203125,34.396751403808594,0.2
