#{"t_start": 1744427491.0343585, "env_id": "LunarLander-v2"}
r,l,t
104.797911,560,938.605743
71.734607,1000,942.825185
51.961691,1000,945.0868
233.448622,514,946.127579
199.536604,356,946.896446
191.773282,531,950.045359
163.790197,427,950.994684
-86.580301,461,952.081888
-83.324819,292,952.753536
186.164982,454,953.811682
-98.93506,483,957.120926
226.228234,464,958.11176
-75.509476,318,958.695627
-51.494847,410,959.519976
203.34672,549,963.019721
135.854397,751,964.947008
-172.760825,661,966.605109
-40.167996,451,967.664011
145.446545,495,971.158973
217.830533,490,972.112695
-80.246898,336,972.733317
-125.673214,360,973.482724
215.646718,577,977.387346
107.356148,779,979.511641
124.383168,633,981.287948
-47.96036,223,981.798419
123.656116,861,985.915774
191.533438,563,987.062998
210.108045,363,987.858298
-111.194225,608,991.348763
-55.449752,211,991.905797
176.902717,446,992.912683
152.282881,773,994.477794
-72.126543,160,994.804984
-102.910453,425,998.032964
178.03603,532,999.119183
-69.318137,333,999.938398
146.417295,454,1001.004751
137.46238,466,1001.974303
-86.860681,482,1005.279277
-38.927021,228,1005.800977
187.962327,412,1006.707455
174.391734,385,1007.52263
-82.606977,275,1008.255886
-49.05292,229,1008.790499
161.20393,533,1011.868853
-53.885848,323,1012.558623
220.634689,457,1013.507761
98.337061,749,1015.2183
148.921262,419,1018.22727
141.766426,613,1019.518705
-69.782294,311,1020.136318
199.445973,450,1021.066576
179.57621,540,1024.579092
227.399778,443,1025.384688
122.234192,709,1026.803585
189.953718,328,1027.527284
227.25513,438,1028.506259
-42.149523,351,1031.572782
-52.443662,278,1032.338381
181.218613,501,1033.295724
-23.79864,399,1034.048623
-75.359673,306,1034.613135
-111.484233,660,1038.108093
195.614898,466,1039.194562
184.872601,395,1040.371031
176.628782,397,1041.219993
214.382832,280,1041.754084
-65.108457,584,1045.214559
-70.030542,279,1045.717643
232.885548,412,1046.515824
164.358056,412,1047.38661
187.439764,518,1050.633864
225.74844,394,1051.428176
170.020643,479,1052.771981
198.668607,454,1053.603401
-84.584591,354,1054.202508
214.302276,428,1057.565201
-103.922298,239,1058.010102
149.083403,473,1058.916151
124.153208,786,1060.751513
235.910917,404,1061.651871
-90.309646,346,1064.76529
223.238702,437,1065.503604
217.45228,290,1066.070727
-59.749279,273,1066.583964
-34.106197,222,1067.023943
199.925092,291,1067.605132
-28.341792,235,1068.073137
226.517332,421,1071.425556
199.603733,603,1072.772341
213.141699,360,1073.514443
191.125066,312,1074.154297
-50.781205,192,1074.537672
180.687171,354,1077.771192
-71.640178,166,1078.229501
123.942957,607,1079.571667
-68.018771,257,1080.148232
201.335075,357,1080.909901
209.722161,438,1081.862479
-43.980475,423,1085.003419
-68.41468,503,1086.273414
200.781315,384,1087.232352
231.228395,418,1088.238968
-22.862076,205,1088.709602
211.504748,369,1092.007249
147.209536,601,1093.504958
202.428309,341,1094.325151
194.196808,393,1095.251722
-59.41394,285,1095.942496
213.553267,485,1099.209064
242.797532,421,1100.184241
241.492577,431,1101.157723
212.580463,480,1102.197519
193.137344,347,1103.073141
216.488134,443,1106.537596
-45.408697,306,1107.249027
